Start Date,End Date,Start Price,End Price,Profit/Loss,Profit/Loss %,Days Held,Max Price,Min Price,Max Drawdown,Max Drawdown %,Volatility %
1975-01-01,1976-12-31,100.62,101.92,1.29,1.29,730,101.92,99.06,1.98,1.95,0.84
1975-01-02,1977-01-01,100.68,100.68,-0.01,-0.01,730,101.92,99.06,1.98,1.95,0.84
1975-01-03,1977-01-02,99.55,101.71,2.16,2.17,730,101.92,99.06,1.98,1.95,0.84
1975-01-04,1977-01-03,100.36,100.49,0.13,0.13,730,101.92,99.06,1.98,1.95,0.84
1975-01-05,1977-01-04,100.80,101.54,0.74,0.73,730,101.92,99.06,1.98,1.95,0.84
1975-01-06,1977-01-05,99.86,100.04,0.18,0.18,730,101.92,99.06,1.98,1.95,0.84
1975-01-07,1977-01-06,100.86,101.49,0.62,0.62,730,101.92,99.06,1.98,1.95,0.84
1975-01-08,1977-01-07,100.62,100.55,-0.07,-0.07,730,101.92,99.06,1.98,1.95,0.84
1975-01-09,1977-01-08,99.36,101.30,1.94,1.96,730,101.92,99.06,1.98,1.95,0.84
1975-01-10,1977-01-09,100.03,100.71,0.68,0.68,730,101.92,99.06,1.98,1.95,0.84
1975-01-11,1977-01-10,100.11,101.39,1.28,1.28,730,101.92,99.06,1.98,1.95,0.84
1975-01-12,1977-01-11,99.12,101.94,2.82,2.84,730,101.94,99.06,1.98,1.95,0.84
1975-01-13,1977-01-12,99.53,101.33,1.80,1.81,730,101.94,99.06,1.98,1.95,0.84
1975-01-14,1977-01-13,99.40,100.46,1.06,1.07,730,101.94,99.06,1.98,1.95,0.84
1975-01-15,1977-01-14,99.94,101.33,1.39,1.39,730,101.94,99.06,1.98,1.95,0.84
1975-01-16,1977-01-15,100.58,100.40,-0.18,-0.18,730,101.94,99.06,1.98,1.95,0.84
1975-01-17,1977-01-16,100.87,100.20,-0.67,-0.67,730,101.94,99.06,1.98,1.95,0.84
1975-01-18,1977-01-17,99.31,101.18,1.86,1.88,730,101.94,99.06,1.98,1.95,0.84
1975-01-19,1977-01-18,100.96,100.22,-0.74,-0.73,730,101.94,99.06,1.98,1.95,0.84
1975-01-20,1977-01-19,100.82,100.96,0.14,0.14,730,101.94,99.06,1.98,1.95,0.84
1975-01-21,1977-01-20,99.94,100.17,0.23,0.23,730,101.94,99.06,1.98,1.95,0.84
1975-01-22,1977-01-21,100.99,100.98,-0.01,-0.01,730,101.94,99.06,1.98,1.95,0.84
1975-01-23,1977-01-22,100.40,101.04,0.64,0.64,730,101.94,99.06,1.98,1.95,0.84
1975-01-24,1977-01-23,99.46,101.76,2.31,2.32,730,101.94,99.06,1.98,1.95,0.84
1975-01-25,1977-01-24,100.30,101.96,1.66,1.65,730,101.96,99.06,1.98,1.95,0.84
1975-01-26,1977-01-25,100.62,100.66,0.03,0.03,730,101.96,99.06,1.98,1.95,0.84
1975-01-27,1977-01-26,100.79,101.90,1.11,1.10,730,101.96,99.06,1.98,1.95,0.84
1975-01-28,1977-01-27,99.54,101.43,1.88,1.89,730,101.96,99.06,1.98,1.95,0.84
1975-01-29,1977-01-28,99.47,100.41,0.94,0.94,730,101.96,99.06,1.98,1.95,0.84
1975-01-30,1977-01-29,99.45,100.20,0.75,0.76,730,101.96,99.06,1.98,1.95,0.84
1975-01-31,1977-01-30,99.90,100.80,0.90,0.90,730,101.96,99.06,1.98,1.95,0.84
1975-02-01,1977-01-31,100.03,101.97,1.94,1.94,730,101.97,99.06,1.98,1.95,0.84
1975-02-02,1977-02-01,99.54,100.82,1.29,1.29,730,101.97,99.06,1.98,1.95,0.84
1975-02-03,1977-02-02,100.35,100.37,0.03,0.03,730,101.97,99.06,1.98,1.95,0.84
1975-02-04,1977-02-03,99.11,101.80,2.69,2.71,730,101.97,99.06,1.98,1.95,0.84
1975-02-05,1977-02-04,99.28,101.95,2.67,2.69,730,101.97,99.06,1.98,1.95,0.84
1975-02-06,1977-02-05,99.09,101.82,2.73,2.75,730,101.97,99.06,1.98,1.95,0.84
1975-02-07,1977-02-06,100.52,101.05,0.53,0.52,730,101.97,99.06,1.98,1.95,0.84
1975-02-08,1977-02-07,100.89,101.93,1.04,1.03,730,101.97,99.06,1.98,1.95,0.84
1975-02-09,1977-02-08,100.39,100.19,-0.21,-0.21,730,101.97,99.06,1.98,1.95,0.84
1975-02-10,1977-02-09,100.90,100.32,-0.58,-0.57,730,101.97,99.06,1.98,1.95,0.84
1975-02-11,1977-02-10,100.42,101.38,0.96,0.96,730,101.97,99.06,1.98,1.95,0.84
1975-02-12,1977-02-11,99.06,101.81,2.75,2.77,730,101.97,99.06,1.98,1.95,0.84
1975-02-13,1977-02-12,100.45,101.49,1.04,1.04,730,101.97,99.12,1.98,1.95,0.84
1975-02-14,1977-02-13,100.17,100.30,0.13,0.13,730,101.97,99.12,1.98,1.95,0.84
1975-02-15,1977-02-14,99.31,101.19,1.87,1.89,730,101.97,99.12,1.98,1.95,0.84
1975-02-16,1977-02-15,99.59,101.57,1.98,1.99,730,101.97,99.12,1.98,1.95,0.84
1975-02-17,1977-02-16,100.84,101.99,1.15,1.14,730,101.99,99.12,1.98,1.95,0.84
1975-02-18,1977-02-17,99.70,100.46,0.76,0.76,730,101.99,99.12,1.98,1.95,0.84
1975-02-19,1977-02-18,100.23,101.50,1.27,1.26,730,101.99,99.12,1.98,1.95,0.84
1975-02-20,1977-02-19,99.22,101.99,2.77,2.79,730,101.99,99.12,1.98,1.95,0.84
1975-02-21,1977-02-20,99.93,101.30,1.37,1.37,730,101.99,99.12,1.98,1.95,0.84
1975-02-22,1977-02-21,99.58,100.31,0.73,0.73,730,101.99,99.12,1.98,1.95,0.84
1975-02-23,1977-02-22,100.54,100.91,0.37,0.37,730,101.99,99.12,1.98,1.95,0.84
1975-02-24,1977-02-23,100.92,101.04,0.12,0.12,730,101.99,99.12,1.98,1.95,0.84
1975-02-25,1977-02-24,100.94,100.56,-0.38,-0.38,730,101.99,99.12,1.98,1.95,0.84
1975-02-26,1977-02-25,100.53,101.27,0.75,0.74,730,101.99,99.12,1.98,1.95,0.84
1975-02-27,1977-02-26,100.70,100.74,0.04,0.04,730,101.99,99.12,1.98,1.95,0.84
1975-02-28,1977-02-27,99.45,100.39,0.93,0.94,730,101.99,99.12,1.98,1.95,0.84
1975-03-01,1977-02-28,99.23,101.11,1.88,1.90,730,101.99,99.12,1.98,1.95,0.84
1975-03-02,1977-03-01,99.87,101.80,1.93,1.93,730,101.99,99.12,1.98,1.95,0.84
1975-03-03,1977-03-02,100.68,100.36,-0.32,-0.32,730,101.99,99.12,1.98,1.95,0.84
1975-03-04,1977-03-03,99.29,101.72,2.43,2.45,730,101.99,99.12,1.98,1.95,0.84
1975-03-05,1977-03-04,99.29,101.27,1.99,2.00,730,101.99,99.12,1.98,1.95,0.84
1975-03-06,1977-03-05,99.75,100.38,0.63,0.63,730,101.99,99.12,1.98,1.95,0.84
1975-03-07,1977-03-06,99.95,100.78,0.82,0.82,730,101.99,99.12,1.98,1.95,0.84
1975-03-08,1977-03-07,99.17,100.30,1.14,1.15,730,101.99,99.12,1.98,1.95,0.84
1975-03-09,1977-03-08,100.21,101.73,1.52,1.52,730,101.99,99.12,1.98,1.95,0.84
1975-03-10,1977-03-09,99.72,100.09,0.37,0.37,730,101.99,99.12,1.98,1.95,0.85
1975-03-11,1977-03-10,99.93,100.60,0.68,0.68,730,101.99,99.12,1.98,1.95,0.85
1975-03-12,1977-03-11,100.64,101.18,0.54,0.54,730,101.99,99.12,1.98,1.95,0.85
1975-03-13,1977-03-12,99.25,101.41,2.15,2.17,730,101.99,99.12,1.98,1.95,0.84
1975-03-14,1977-03-13,99.16,100.31,1.16,1.17,730,101.99,99.12,1.98,1.95,0.84
1975-03-15,1977-03-14,99.47,101.96,2.50,2.51,730,101.99,99.12,1.98,1.95,0.85
1975-03-16,1977-03-15,100.93,101.13,0.20,0.20,730,101.99,99.12,1.98,1.95,0.85
1975-03-17,1977-03-16,100.04,101.41,1.38,1.38,730,101.99,99.12,1.98,1.95,0.84
1975-03-18,1977-03-17,100.45,101.70,1.25,1.24,730,101.99,99.12,1.98,1.95,0.84
1975-03-19,1977-03-18,99.62,100.75,1.13,1.13,730,101.99,99.12,1.98,1.95,0.84
1975-03-20,1977-03-19,100.10,101.46,1.36,1.36,730,101.99,99.12,1.98,1.95,0.85
1975-03-21,1977-03-20,100.68,101.68,0.99,0.99,730,101.99,99.12,1.98,1.95,0.84
1975-03-22,1977-03-21,100.74,102.01,1.27,1.26,730,102.01,99.12,1.98,1.95,0.84
1975-03-23,1977-03-22,99.36,100.85,1.49,1.50,730,102.01,99.12,1.98,1.95,0.84
1975-03-24,1977-03-23,99.12,100.37,1.25,1.26,730,102.01,99.12,1.98,1.95,0.84
1975-03-25,1977-03-24,100.61,101.61,1.00,0.99,730,102.01,99.15,1.98,1.95,0.84
1975-03-26,1977-03-25,99.35,100.69,1.35,1.35,730,102.01,99.15,1.98,1.95,0.84
1975-03-27,1977-03-26,100.56,101.61,1.05,1.05,730,102.01,99.15,1.98,1.95,0.84
1975-03-28,1977-03-27,100.78,102.10,1.32,1.31,730,102.10,99.15,1.98,1.95,0.84
1975-03-29,1977-03-28,100.61,100.29,-0.33,-0.32,730,102.10,99.15,1.98,1.95,0.85
1975-03-30,1977-03-29,101.08,100.36,-0.72,-0.72,730,102.10,99.15,1.98,1.95,0.85
1975-03-31,1977-03-30,100.27,101.02,0.75,0.74,730,102.10,99.15,1.98,1.95,0.85
1975-04-01,1977-03-31,99.48,101.75,2.27,2.28,730,102.10,99.15,1.98,1.95,0.85
1975-04-02,1977-04-01,100.40,100.79,0.39,0.39,730,102.10,99.15,1.98,1.95,0.85
1975-04-03,1977-04-02,100.46,100.19,-0.27,-0.27,730,102.10,99.15,1.98,1.95,0.85
1975-04-04,1977-04-03,100.96,101.33,0.37,0.37,730,102.10,99.15,1.98,1.95,0.85
1975-04-05,1977-04-04,99.76,101.56,1.80,1.81,730,102.10,99.15,1.98,1.95,0.85
1975-04-06,1977-04-05,100.09,101.44,1.35,1.35,730,102.10,99.15,1.98,1.95,0.85
1975-04-07,1977-04-06,99.15,101.46,2.31,2.33,730,102.10,99.15,1.98,1.95,0.84
1975-04-08,1977-04-07,99.88,100.16,0.28,0.28,730,102.10,99.19,1.98,1.95,0.85
1975-04-09,1977-04-08,101.10,101.18,0.08,0.08,730,102.10,99.19,1.98,1.95,0.84
1975-04-10,1977-04-09,100.25,100.74,0.49,0.49,730,102.10,99.19,1.98,1.95,0.84
1975-04-11,1977-04-10,101.09,100.72,-0.37,-0.37,730,102.10,99.19,1.98,1.95,0.84
1975-04-12,1977-04-11,101.00,102.07,1.07,1.06,730,102.10,99.19,1.98,1.95,0.85
1975-04-13,1977-04-12,99.79,100.70,0.91,0.91,730,102.10,99.19,1.98,1.95,0.85
1975-04-14,1977-04-13,100.55,101.16,0.61,0.61,730,102.10,99.19,1.98,1.95,0.85
1975-04-15,1977-04-14,100.66,101.22,0.57,0.57,730,102.10,99.19,1.98,1.95,0.85
1975-04-16,1977-04-15,99.19,101.90,2.71,2.73,730,102.10,99.19,1.98,1.95,0.84
1975-04-17,1977-04-16,100.00,101.06,1.06,1.06,730,102.10,99.24,1.98,1.95,0.84
1975-04-18,1977-04-17,99.40,101.74,2.34,2.35,730,102.10,99.24,1.98,1.95,0.84
1975-04-19,1977-04-18,100.07,101.66,1.59,1.59,730,102.10,99.24,1.98,1.95,0.84
1975-04-20,1977-04-19,101.09,102.01,0.92,0.91,730,102.10,99.24,1.98,1.95,0.84
1975-04-21,1977-04-20,100.76,100.48,-0.27,-0.27,730,102.10,99.24,1.98,1.95,0.84
1975-04-22,1977-04-21,99.53,101.67,2.13,2.14,730,102.10,99.24,1.98,1.95,0.84
1975-04-23,1977-04-22,99.47,102.09,2.61,2.63,730,102.10,99.24,1.98,1.95,0.84
1975-04-24,1977-04-23,100.95,101.65,0.70,0.69,730,102.10,99.24,1.98,1.95,0.84
1975-04-25,1977-04-24,100.56,100.92,0.36,0.36,730,102.10,99.24,1.98,1.95,0.84
1975-04-26,1977-04-25,100.42,100.84,0.41,0.41,730,102.10,99.24,1.98,1.95,0.84
1975-04-27,1977-04-26,99.91,100.20,0.29,0.29,730,102.10,99.24,1.98,1.95,0.84
