Start Date,End Date,Start Price,End Price,Profit/Loss,Profit/Loss %,Days Held,Max Price,Min Price,Max Drawdown,Max Drawdown %,Volatility %
2020-03-23,2025-03-22,6503.53,83837.39,77333.86,1189.11,1825,106155.61,5882.20,51788.95,76.67,3.22
2020-03-24,2025-03-23,6767.18,86091.67,79324.49,1172.19,1825,106155.61,5882.20,51788.95,76.67,3.22
2020-03-25,2025-03-24,6694.21,87520.48,80826.27,1207.41,1825,106155.61,5882.20,51788.95,76.67,3.22
2020-03-26,2025-03-25,6757.95,87439.70,80681.75,1193.88,1825,106155.61,5882.20,51788.95,76.67,3.22
2020-03-27,2025-03-26,6382.80,86923.95,80541.15,1261.85,1825,106155.61,5882.20,51788.95,76.67,3.21
2020-03-28,2025-03-27,6252.49,87218.89,80966.40,1294.95,1825,106155.61,5882.20,51788.95,76.67,3.21
2020-03-29,2025-03-28,5882.20,84387.01,78504.81,1334.62,1825,106155.61,5882.20,51788.95,76.67,3.21
2020-03-30,2025-03-29,6403.31,82625.65,76222.34,1190.36,1825,106155.61,6403.31,51788.95,76.67,3.21
2020-03-31,2025-03-30,6423.61,82379.51,75955.90,1182.45,1825,106155.61,6423.61,51788.95,76.67,3.21
2020-04-01,2025-03-31,6663.63,82539.52,75875.89,1138.66,1825,106155.61,6629.54,51788.95,76.67,3.20
2020-04-02,2025-04-01,6804.42,85174.96,78370.54,1151.76,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-03,2025-04-02,6743.68,82490.58,75746.90,1123.23,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-04,2025-04-03,6875.95,83158.80,76282.85,1109.42,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-05,2025-04-04,6781.64,83860.21,77078.57,1136.58,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-06,2025-04-05,7347.22,83503.37,76156.15,1036.53,1825,106155.61,6629.54,51788.95,76.67,3.20
2020-04-07,2025-04-06,7201.57,78365.57,71164.00,988.17,1825,106155.61,6629.54,51788.95,76.67,3.20
2020-04-08,2025-04-07,7367.37,79143.06,71775.69,974.24,1825,106155.61,6629.54,51788.95,76.67,3.20
2020-04-09,2025-04-08,7294.55,76255.10,68960.55,945.37,1825,106155.61,6629.54,51788.95,76.67,3.20
2020-04-10,2025-04-09,6876.49,82587.03,75710.54,1101.01,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-11,2025-04-10,6887.60,79554.96,72667.36,1055.05,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-12,2025-04-11,6913.76,83386.00,76472.24,1106.09,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-13,2025-04-12,6859.43,85272.12,78412.69,1143.14,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-14,2025-04-13,6879.44,83730.92,76851.48,1117.12,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-15,2025-04-14,6629.54,84575.75,77946.21,1175.74,1825,106155.61,6629.54,51788.95,76.67,3.21
2020-04-16,2025-04-15,7114.55,83638.17,76523.62,1075.59,1825,106155.61,6842.45,51788.95,76.67,3.20
2020-04-17,2025-04-16,7037.12,84029.40,76992.28,1094.09,1825,106155.61,6842.45,51788.95,76.67,3.20
2020-04-18,2025-04-17,7264.29,84943.42,77679.13,1069.33,1825,106155.61,6842.45,51788.95,76.67,3.20
2020-04-19,2025-04-18,7132.88,84459.96,77327.08,1084.09,1825,106155.61,6842.45,51788.95,76.67,3.20
2020-04-20,2025-04-19,6842.45,85061.54,78219.09,1143.14,1825,106155.61,6842.45,51788.95,76.67,3.20
