Start Date,End Date,Start Price,End Price,Profit/Loss,Profit/Loss %,Days Held,Max Price,Min Price,Max Drawdown,Max Drawdown %,Volatility %
2020-03-23,2023-03-23,136.64,1817.43,1680.79,1230.09,1095,4810.97,124.53,3816.56,79.33,4.79
2020-03-24,2023-03-24,139.00,1751.94,1612.94,1160.39,1095,4810.97,124.53,3816.56,79.33,4.79
2020-03-25,2023-03-25,136.23,1743.78,1607.55,1180.03,1095,4810.97,124.53,3816.56,79.33,4.79
2020-03-26,2023-03-26,138.81,1775.76,1636.95,1179.27,1095,4810.97,124.53,3816.56,79.33,4.79
2020-03-27,2023-03-27,131.68,1716.29,1584.61,1203.38,1095,4810.97,124.53,3816.56,79.33,4.79
2020-03-28,2023-03-28,131.24,1773.60,1642.36,1251.42,1095,4810.97,124.53,3816.56,79.33,4.79
2020-03-29,2023-03-29,124.53,1793.38,1668.85,1340.12,1095,4810.97,124.53,3816.56,79.33,4.79
2020-03-30,2023-03-30,132.29,1793.89,1661.60,1256.03,1095,4810.97,132.29,3816.56,79.33,4.79
2020-03-31,2023-03-31,133.10,1822.07,1688.97,1268.95,1095,4810.97,133.10,3816.56,79.33,4.79
2020-04-01,2023-04-01,136.07,1821.79,1685.72,1238.86,1095,4810.97,136.07,3816.56,79.33,4.79
2020-04-02,2023-04-02,141.46,1795.71,1654.25,1169.41,1095,4810.97,141.46,3816.56,79.33,4.78
2020-04-03,2023-04-03,141.48,1810.94,1669.46,1180.00,1095,4810.97,141.48,3816.56,79.33,4.78
2020-04-04,2023-04-04,144.53,1871.46,1726.93,1194.86,1095,4810.97,142.82,3816.56,79.33,4.79
2020-04-05,2023-04-05,142.82,1909.28,1766.46,1236.84,1095,4810.97,142.82,3816.56,79.33,4.79
2020-04-06,2023-04-06,171.78,1872.91,1701.13,990.30,1095,4810.97,152.94,3816.56,79.33,4.75
2020-04-07,2023-04-07,164.70,1864.89,1700.19,1032.30,1095,4810.97,152.94,3816.56,79.33,4.75
2020-04-08,2023-04-08,173.21,1849.91,1676.70,968.02,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-09,2023-04-09,169.89,1859.73,1689.84,994.67,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-10,2023-04-10,158.16,1911.14,1752.98,1108.36,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-11,2023-04-11,158.55,1891.50,1732.95,1093.00,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-12,2023-04-12,158.81,1918.62,1759.81,1108.12,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-13,2023-04-13,156.81,2013.97,1857.16,1184.34,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-14,2023-04-14,158.64,2101.73,1943.09,1224.84,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-15,2023-04-15,152.94,2092.41,1939.47,1268.12,1095,4810.97,152.94,3816.56,79.33,4.74
2020-04-16,2023-04-16,172.60,2120.17,1947.57,1128.37,1095,4810.97,170.65,3816.56,79.33,4.73
2020-04-17,2023-04-17,170.79,2075.88,1905.09,1115.46,1095,4810.97,170.65,3816.56,79.33,4.73
2020-04-18,2023-04-18,187.85,2104.71,1916.86,1020.42,1095,4810.97,170.65,3816.56,79.33,4.72
2020-04-19,2023-04-19,180.32,1935.92,1755.60,973.60,1095,4810.97,170.65,3816.56,79.33,4.72
2020-04-20,2023-04-20,170.65,1943.43,1772.78,1038.84,1095,4810.97,170.65,3816.56,79.33,4.72
2020-04-21,2023-04-21,171.03,1849.09,1678.06,981.15,1095,4810.97,171.03,3816.56,79.33,4.72
2020-04-22,2023-04-22,183.02,1874.58,1691.56,924.25,1095,4810.97,183.02,3816.56,79.33,4.72
2020-04-23,2023-04-23,185.73,1862.38,1676.65,902.74,1095,4810.97,185.73,3816.56,79.33,4.72
2020-04-24,2023-04-24,187.66,1842.55,1654.89,881.86,1095,4810.97,185.77,3816.56,79.33,4.72
2020-04-25,2023-04-25,194.41,1866.52,1672.11,860.09,1095,4810.97,185.77,3816.56,79.33,4.72
2020-04-26,2023-04-26,197.62,1866.80,1669.18,844.64,1095,4810.97,185.77,3816.56,79.33,4.72
2020-04-27,2023-04-27,196.71,1909.45,1712.74,870.69,1095,4810.97,185.77,3816.56,79.33,4.72
2020-04-28,2023-04-28,196.88,1896.05,1699.17,863.05,1095,4810.97,185.77,3816.56,79.33,4.72
2020-04-29,2023-04-29,215.58,1911.23,1695.65,786.55,1095,4810.97,185.77,3816.56,79.33,4.71
2020-04-30,2023-04-30,206.44,1872.40,1665.96,806.99,1095,4810.97,185.77,3816.56,79.33,4.71
2020-05-01,2023-05-01,212.16,1832.65,1620.49,763.81,1095,4810.97,185.77,3816.56,79.33,4.71
