Start Date,End Date,Start Price,End Price,Profit/Loss,Profit/Loss %,Days Held,Max Price,Min Price,Max Drawdown,Max Drawdown %,Volatility %
2020-03-23,2022-03-23,136.64,3037.30,2900.66,2122.85,730,4810.97,124.53,2398.74,49.86,5.00
2020-03-24,2022-03-24,139.00,3112.85,2973.85,2139.46,730,4810.97,124.53,2398.74,49.86,5.00
2020-03-25,2022-03-25,136.23,3104.04,2967.81,2178.53,730,4810.97,124.53,2398.74,49.86,5.00
2020-03-26,2022-03-26,138.81,3146.36,3007.55,2166.67,730,4810.97,124.53,2398.74,49.86,5.00
2020-03-27,2022-03-27,131.68,3296.46,3164.78,2403.39,730,4810.97,124.53,2398.74,49.86,5.00
2020-03-28,2022-03-28,131.24,3334.29,3203.05,2440.60,730,4810.97,124.53,2398.74,49.86,5.00
2020-03-29,2022-03-29,124.53,3402.62,3278.09,2632.37,730,4810.97,124.53,2398.74,49.86,4.99
2020-03-30,2022-03-30,132.29,3385.11,3252.82,2458.86,730,4810.97,132.29,2398.74,49.86,4.99
2020-03-31,2022-03-31,133.10,3282.78,3149.68,2366.40,730,4810.97,133.10,2398.74,49.86,4.99
2020-04-01,2022-04-01,136.07,3455.72,3319.65,2439.66,730,4810.97,136.07,2398.74,49.86,4.99
2020-04-02,2022-04-02,141.46,3444.68,3303.22,2335.09,730,4810.97,141.46,2398.74,49.86,4.99
2020-04-03,2022-04-03,141.48,3522.49,3381.01,2389.74,730,4810.97,141.48,2398.74,49.86,4.99
2020-04-04,2022-04-04,144.53,3520.15,3375.62,2335.58,730,4810.97,142.82,2398.74,49.86,4.99
2020-04-05,2022-04-05,142.82,3406.48,3263.66,2285.16,730,4810.97,142.82,2398.74,49.86,4.99
2020-04-06,2022-04-06,171.78,3168.91,2997.13,1744.75,730,4810.97,152.94,2398.74,49.86,4.95
2020-04-07,2022-04-07,164.70,3229.28,3064.58,1860.70,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-08,2022-04-08,173.21,3192.92,3019.71,1743.38,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-09,2022-04-09,169.89,3259.62,3089.73,1818.67,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-10,2022-04-10,158.16,3202.89,3044.73,1925.09,730,4810.97,152.94,2398.74,49.86,4.93
2020-04-11,2022-04-11,158.55,2979.52,2820.97,1779.23,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-12,2022-04-12,158.81,3028.77,2869.96,1807.17,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-13,2022-04-13,156.81,3118.50,2961.69,1888.71,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-14,2022-04-14,158.64,3021.76,2863.12,1804.79,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-15,2022-04-15,152.94,3041.21,2888.27,1888.50,730,4810.97,152.94,2398.74,49.86,4.94
2020-04-16,2022-04-16,172.60,3060.28,2887.68,1673.05,730,4810.97,170.65,2398.74,49.86,4.92
2020-04-17,2022-04-17,170.79,2988.40,2817.61,1649.75,730,4810.97,170.65,2398.74,49.86,4.92
2020-04-18,2022-04-18,187.85,3056.20,2868.35,1526.94,730,4810.97,170.65,2398.74,49.86,4.91
2020-04-19,2022-04-19,180.32,3102.52,2922.20,1620.56,730,4810.97,170.65,2398.74,49.86,4.91
2020-04-20,2022-04-20,170.65,3077.74,2907.09,1703.54,730,4810.97,170.65,2398.74,49.86,4.90
2020-04-21,2022-04-21,171.03,2984.24,2813.21,1644.86,730,4810.97,171.03,2398.74,49.86,4.90
2020-04-22,2022-04-22,183.02,2963.17,2780.15,1519.04,730,4810.97,183.02,2398.74,49.86,4.90
2020-04-23,2022-04-23,185.73,2933.65,2747.92,1479.52,730,4810.97,185.73,2398.74,49.86,4.90
2020-04-24,2022-04-24,187.66,2922.37,2734.71,1457.27,730,4810.97,185.77,2398.74,49.86,4.90
2020-04-25,2022-04-25,194.41,3006.45,2812.04,1446.45,730,4810.97,185.77,2398.74,49.86,4.90
2020-04-26,2022-04-26,197.62,2809.60,2611.98,1321.72,730,4810.97,185.77,2398.74,49.86,4.90
2020-04-27,2022-04-27,196.71,2889.72,2693.01,1369.03,730,4810.97,185.77,2398.74,49.86,4.90
2020-04-28,2022-04-28,196.88,2936.49,2739.61,1391.51,730,4810.97,185.77,2398.74,49.86,4.90
2020-04-29,2022-04-29,215.58,2817.23,2601.65,1206.81,730,4810.97,185.77,2398.74,49.86,4.90
2020-04-30,2022-04-30,206.44,2726.98,2520.54,1220.96,730,4810.97,185.77,2398.74,49.86,4.89
2020-05-01,2022-05-01,212.16,2826.04,2613.88,1232.03,730,4810.97,185.77,2398.74,49.86,4.89
2020-05-02,2022-05-02,214.11,2856.12,2642.01,1233.95,730,4810.97,185.77,2398.74,49.86,4.89
2020-05-03,2022-05-03,210.12,2780.63,2570.51,1223.35,730,4810.97,185.77,2398.74,49.86,4.90
2020-05-04,2022-05-04,206.76,2940.31,2733.55,1322.09,730,4810.97,185.77,2398.74,49.86,4.90
2020-05-05,2022-05-05,205.43,2747.28,2541.85,1237.33,730,4810.97,185.77,2398.74,49.86,4.91
2020-05-06,2022-05-06,199.08,2692.08,2493.00,1252.26,730,4810.97,185.77,2398.74,49.86,4.90
2020-05-07,2022-05-07,212.30,2635.19,2422.89,1141.26,730,4810.97,185.77,2398.74,49.86,4.90
2020-05-08,2022-05-08,211.46,2519.08,2307.62,1091.28,730,4810.97,185.77,2398.74,49.86,4.90
2020-05-09,2022-05-09,210.19,2230.95,2020.76,961.40,730,4810.97,185.77,2580.02,53.63,4.92
2020-05-10,2022-05-10,187.72,2341.58,2153.86,1147.38,730,4810.97,185.77,2580.02,53.63,4.91
2020-05-11,2022-05-11,185.77,2077.83,1892.06,1018.50,730,4810.97,185.77,2733.14,56.81,4.93
2020-05-12,2022-05-12,190.10,1952.81,1762.71,927.25,730,4810.97,190.10,2858.16,59.41,4.93
2020-05-13,2022-05-13,199.86,2006.51,1806.65,903.96,730,4810.97,194.71,2858.16,59.41,4.93
2020-05-14,2022-05-14,203.31,2054.03,1850.72,910.29,730,4810.97,194.71,2858.16,59.41,4.93
2020-05-15,2022-05-15,194.71,2143.12,1948.41,1000.67,730,4810.97,194.71,2858.16,59.41,4.93
2020-05-16,2022-05-16,200.60,2020.12,1819.52,907.04,730,4810.97,198.56,2858.16,59.41,4.93
2020-05-17,2022-05-17,206.76,2089.29,1882.53,910.49,730,4810.97,198.56,2858.16,59.41,4.93
2020-05-18,2022-05-18,214.68,1911.68,1697.00,790.48,730,4810.97,198.56,2899.29,60.26,4.94
2020-05-19,2022-05-19,214.68,2017.78,1803.10,839.90,730,4810.97,198.56,2899.29,60.26,4.95
2020-05-20,2022-05-20,209.87,1956.88,1747.01,832.42,730,4810.97,198.56,2899.29,60.26,4.95
2020-05-21,2022-05-21,198.56,1972.87,1774.31,893.59,730,4810.97,198.56,2899.29,60.26,4.94
2020-05-22,2022-05-22,207.35,2041.08,1833.73,884.36,730,4810.97,199.91,2899.29,60.26,4.94
2020-05-23,2022-05-23,206.78,1970.70,1763.92,853.04,730,4810.97,199.91,2899.29,60.26,4.94
2020-05-24,2022-05-24,199.91,1977.85,1777.94,889.37,730,4810.97,199.91,2899.29,60.26,4.94
2020-05-25,2022-05-25,204.20,1941.04,1736.84,850.56,730,4810.97,201.04,2899.29,60.26,4.94
2020-05-26,2022-05-26,201.04,1791.00,1589.96,790.87,730,4810.97,201.04,3019.97,62.77,4.95
2020-05-27,2022-05-27,208.30,1724.73,1516.43,728.00,730,4810.97,208.30,3086.24,64.15,4.95
2020-05-28,2022-05-28,220.33,1790.79,1570.46,712.78,730,4810.97,220.33,3086.24,64.15,4.95
2020-05-29,2022-05-29,220.63,1811.69,1591.06,721.14,730,4810.97,220.63,3086.24,64.15,4.95
2020-05-30,2022-05-30,243.66,1997.64,1753.98,719.85,730,4810.97,220.77,3086.24,64.15,4.95
2020-05-31,2022-05-31,231.54,1940.59,1709.05,738.12,730,4810.97,220.77,3086.24,64.15,4.95
2020-06-01,2022-06-01,248.44,1817.42,1568.98,631.53,730,4810.97,220.77,3086.24,64.15,4.95
2020-06-02,2022-06-02,237.81,1833.26,1595.45,670.89,730,4810.97,220.77,3086.24,64.15,4.94
2020-06-03,2022-06-03,244.65,1773.59,1528.94,624.95,730,4810.97,220.77,3086.24,64.15,4.94
2020-06-04,2022-06-04,243.35,1803.65,1560.30,641.18,730,4810.97,220.77,3086.24,64.15,4.94
2020-06-05,2022-06-05,240.08,1804.70,1564.62,651.71,730,4810.97,220.77,3086.24,64.15,4.94
2020-06-06,2022-06-06,242.08,1858.56,1616.48,667.75,730,4810.97,220.77,3086.24,64.15,4.95
2020-06-07,2022-06-07,244.75,1812.70,1567.95,640.63,730,4810.97,220.77,3086.24,64.15,4.95
2020-06-08,2022-06-08,246.47,1791.03,1544.56,626.67,730,4810.97,220.77,3086.24,64.15,4.95
2020-06-09,2022-06-09,244.00,1787.71,1543.71,632.67,730,4810.97,220.77,3086.24,64.15,4.95
2020-06-10,2022-06-10,248.01,1661.10,1413.09,569.77,730,4810.97,220.77,3149.87,65.47,4.95
2020-06-11,2022-06-11,230.21,1530.28,1300.07,564.73,730,4810.97,220.77,3280.69,68.19,4.96
2020-06-12,2022-06-12,237.54,1434.02,1196.48,503.70,730,4810.97,220.77,3376.95,70.19,4.96
2020-06-13,2022-06-13,238.21,1209.12,970.91,407.59,730,4810.97,220.77,3601.85,74.87,5.00
2020-06-14,2022-06-14,231.61,1206.94,975.33,421.11,730,4810.97,220.77,3604.03,74.91,4.99
2020-06-15,2022-06-15,230.98,1236.89,1005.91,435.50,730,4810.97,220.77,3604.03,74.91,5.00
2020-06-16,2022-06-16,235.35,1067.10,831.75,353.41,730,4810.97,220.77,3743.87,77.82,5.02
