Start Date,End Date,Start Price,End Price,Profit/Loss,Profit/Loss %,Days Held,Max Price,Min Price,Max Drawdown,Max Drawdown %,Volatility %
2020-03-23,2022-03-23,6503.53,42904.10,36400.57,559.70,730,67549.14,5882.20,33762.93,53.12,3.77
2020-03-24,2022-03-24,6767.18,44006.77,37239.59,550.30,730,67549.14,5882.20,33762.93,53.12,3.77
2020-03-25,2022-03-25,6694.21,44331.36,37637.15,562.23,730,67549.14,5882.20,33762.93,53.12,3.77
2020-03-26,2022-03-26,6757.95,44542.31,37784.36,559.11,730,67549.14,5882.20,33762.93,53.12,3.77
2020-03-27,2022-03-27,6382.80,46842.14,40459.34,633.88,730,67549.14,5882.20,33762.93,53.12,3.77
2020-03-28,2022-03-28,6252.49,47128.71,40876.22,653.76,730,67549.14,5882.20,33762.93,53.12,3.76
2020-03-29,2022-03-29,5882.20,47445.30,41563.10,706.59,730,67549.14,5882.20,33762.93,53.12,3.76
2020-03-30,2022-03-30,6403.31,47056.41,40653.10,634.88,730,67549.14,6403.31,33762.93,53.12,3.74
2020-03-31,2022-03-31,6423.61,45522.65,39099.04,608.68,730,67549.14,6423.61,33762.93,53.12,3.75
2020-04-01,2022-04-01,6663.63,46299.75,39636.12,594.81,730,67549.14,6629.54,33762.93,53.12,3.75
2020-04-02,2022-04-02,6804.42,45822.28,39017.86,573.42,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-03,2022-04-03,6743.68,46414.26,39670.58,588.26,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-04,2022-04-04,6875.95,46609.36,39733.41,577.86,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-05,2022-04-05,6781.64,45501.58,38719.94,570.95,730,67549.14,6629.54,33762.93,53.12,3.75
2020-04-06,2022-04-06,7347.22,43177.78,35830.56,487.68,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-07,2022-04-07,7201.57,43466.21,36264.64,503.57,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-08,2022-04-08,7367.37,42273.38,34906.01,473.79,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-09,2022-04-09,7294.55,42768.61,35474.06,486.31,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-10,2022-04-10,6876.49,42153.77,35277.28,513.01,730,67549.14,6629.54,33762.93,53.12,3.73
2020-04-11,2022-04-11,6887.60,39536.71,32649.11,474.03,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-12,2022-04-12,6913.76,40086.66,33172.90,479.81,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-13,2022-04-13,6859.43,41150.33,34290.90,499.91,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-14,2022-04-14,6879.44,39951.63,33072.19,480.74,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-15,2022-04-15,6629.54,40563.69,33934.15,511.86,730,67549.14,6629.54,33762.93,53.12,3.74
2020-04-16,2022-04-16,7114.55,40392.55,33278.00,467.75,730,67549.14,6842.45,33762.93,53.12,3.73
2020-04-17,2022-04-17,7037.12,39688.16,32651.04,463.98,730,67549.14,6842.45,33762.93,53.12,3.73
2020-04-18,2022-04-18,7264.29,40811.03,33546.74,461.80,730,67549.14,6842.45,33762.93,53.12,3.73
2020-04-19,2022-04-19,7132.88,41504.44,34371.56,481.87,730,67549.14,6842.45,33762.93,53.12,3.73
2020-04-20,2022-04-20,6842.45,41375.35,34532.90,504.69,730,67549.14,6842.45,33762.93,53.12,3.73
2020-04-21,2022-04-21,6855.11,40490.97,33635.86,490.67,730,67549.14,6855.11,33762.93,53.12,3.73
2020-04-22,2022-04-22,7135.41,39716.04,32580.63,456.60,730,67549.14,7135.41,33762.93,53.12,3.73
