Start Date,End Date,Start Price,End Price,Profit/Loss,Profit/Loss %,Days Held,Max Price,Min Price,Max Drawdown,Max Drawdown %,Volatility %
1975-01-01,1980-12-30,100.62,102.06,1.43,1.43,2190,103.93,99.06,2.02,1.95,0.83
1975-01-02,1980-12-31,100.68,103.03,2.35,2.33,2190,103.93,99.06,2.02,1.95,0.83
1975-01-03,1981-01-01,99.55,103.85,4.30,4.32,2190,103.93,99.06,2.02,1.95,0.83
1975-01-04,1981-01-02,100.36,103.71,3.35,3.34,2190,103.93,99.06,2.02,1.95,0.83
1975-01-05,1981-01-03,100.80,102.96,2.16,2.14,2190,103.93,99.06,2.02,1.95,0.83
1975-01-06,1981-01-04,99.86,102.24,2.38,2.38,2190,103.93,99.06,2.02,1.95,0.83
1975-01-07,1981-01-05,100.86,103.67,2.81,2.79,2190,103.93,99.06,2.02,1.95,0.83
1975-01-08,1981-01-06,100.62,102.94,2.32,2.31,2190,103.93,99.06,2.02,1.95,0.83
1975-01-09,1981-01-07,99.36,102.01,2.66,2.67,2190,103.93,99.06,2.02,1.95,0.83
1975-01-10,1981-01-08,100.03,102.76,2.72,2.72,2190,103.93,99.06,2.02,1.95,0.83
1975-01-11,1981-01-09,100.11,103.41,3.31,3.30,2190,103.93,99.06,2.02,1.95,0.83
1975-01-12,1981-01-10,99.12,102.33,3.21,3.24,2190,103.93,99.06,2.02,1.95,0.83
1975-01-13,1981-01-11,99.53,102.52,2.99,3.00,2190,103.93,99.06,2.02,1.95,0.83
1975-01-14,1981-01-12,99.40,103.06,3.66,3.68,2190,103.93,99.06,2.02,1.95,0.83
1975-01-15,1981-01-13,99.94,102.21,2.28,2.28,2190,103.93,99.06,2.02,1.95,0.83
1975-01-16,1981-01-14,100.58,102.12,1.54,1.53,2190,103.93,99.06,2.02,1.95,0.83
1975-01-17,1981-01-15,100.87,103.88,3.01,2.98,2190,103.93,99.06,2.02,1.95,0.83
1975-01-18,1981-01-16,99.31,102.38,3.06,3.09,2190,103.93,99.06,2.02,1.95,0.83
1975-01-19,1981-01-17,100.96,104.02,3.06,3.03,2190,104.02,99.06,2.02,1.95,0.83
1975-01-20,1981-01-18,100.82,102.32,1.50,1.49,2190,104.02,99.06,2.02,1.95,0.83
1975-01-21,1981-01-19,99.94,103.52,3.59,3.59,2190,104.02,99.06,2.02,1.95,0.83
1975-01-22,1981-01-20,100.99,103.79,2.80,2.78,2190,104.02,99.06,2.02,1.95,0.83
1975-01-23,1981-01-21,100.40,103.64,3.24,3.22,2190,104.02,99.06,2.02,1.95,0.83
1975-01-24,1981-01-22,99.46,103.07,3.62,3.64,2190,104.02,99.06,2.02,1.95,0.83
1975-01-25,1981-01-23,100.30,103.39,3.09,3.08,2190,104.02,99.06,2.02,1.95,0.83
1975-01-26,1981-01-24,100.62,103.88,3.26,3.24,2190,104.02,99.06,2.02,1.95,0.83
1975-01-27,1981-01-25,100.79,103.45,2.66,2.64,2190,104.02,99.06,2.02,1.95,0.83
1975-01-28,1981-01-26,99.54,103.05,3.51,3.52,2190,104.02,99.06,2.02,1.95,0.83
1975-01-29,1981-01-27,99.47,102.56,3.09,3.11,2190,104.02,99.06,2.02,1.95,0.83
1975-01-30,1981-01-28,99.45,103.12,3.67,3.69,2190,104.02,99.06,2.02,1.95,0.83
1975-01-31,1981-01-29,99.90,103.71,3.81,3.81,2190,104.02,99.06,2.02,1.95,0.83
1975-02-01,1981-01-30,100.03,102.38,2.35,2.35,2190,104.02,99.06,2.02,1.95,0.83
1975-02-02,1981-01-31,99.54,102.55,3.02,3.03,2190,104.02,99.06,2.02,1.95,0.83
1975-02-03,1981-02-01,100.35,103.24,2.90,2.89,2190,104.02,99.06,2.02,1.95,0.83
1975-02-04,1981-02-02,99.11,103.95,4.84,4.88,2190,104.02,99.06,2.02,1.95,0.83
1975-02-05,1981-02-03,99.28,102.85,3.57,3.60,2190,104.02,99.06,2.02,1.95,0.83
1975-02-06,1981-02-04,99.09,102.74,3.64,3.68,2190,104.02,99.06,2.02,1.95,0.83
1975-02-07,1981-02-05,100.52,104.00,3.47,3.45,2190,104.02,99.06,2.02,1.95,0.83
1975-02-08,1981-02-06,100.89,102.36,1.47,1.46,2190,104.02,99.06,2.02,1.95,0.83
1975-02-09,1981-02-07,100.39,102.14,1.75,1.74,2190,104.02,99.06,2.02,1.95,0.83
1975-02-10,1981-02-08,100.90,103.46,2.57,2.55,2190,104.02,99.06,2.02,1.95,0.83
1975-02-11,1981-02-09,100.42,102.75,2.34,2.33,2190,104.02,99.06,2.02,1.95,0.83
1975-02-12,1981-02-10,99.06,103.19,4.12,4.16,2190,104.02,99.06,2.02,1.95,0.83
1975-02-13,1981-02-11,100.45,102.83,2.38,2.37,2190,104.02,99.12,2.02,1.95,0.83
1975-02-14,1981-02-12,100.17,103.17,3.01,3.00,2190,104.02,99.12,2.02,1.95,0.83
1975-02-15,1981-02-13,99.31,102.89,3.58,3.61,2190,104.02,99.12,2.02,1.95,0.83
